Autor	Género	Total de Artículos
AGUIRRE-VILLALOBOS, ERWIN ROBERT	Hombre	1
MÉNDEZ-SÁNCHEZ, RONALD ENRIQUE	Hombre	1
SALGADO, CATERINA	Mujer	2
MORENO MUÑOZ, CRISTÓBAL	Hombre	1
DÍAZ-ABURTO, I.	-	1
DÍAZ-ABURTO, I.	-	1
GONZALEZ R., C.	-	1
JELVES A., V.	-	1
PUELLES A., N.	-	1
GUERRA A., H.	-	1
CUEVAS I., B.	-	1
ROMERO P., I.	-	1
GUERRERO, G.	-	1
HENRIQUEZ M., M.	-	1
CORRALES E., R.	-	1
GONZALEZ, C.	-	1
SANCHEZ, SAMUEL MONTEJO	Hombre	1
HERRERA, KARINA CONCEPCIÓN GONZÁLEZ	Mujer	1
MEDEL-MOLINA, GONZALO E.	Hombre	1
JOFRÉ, P.	-	1
UDAYABHASKAR, R.	-	13
MARTINEZ, NAYARET	-	1
ORELLANA, NACAROHA	-	1
TORRES, ESTEFANIA	Mujer	1
AEPURU, RADHAMANOHAR	-	1
MANGALARAJA, R. V.	-	1
LOPEZ, DANIEL	Hombre	1
CORNEJO-ELGUETA, JORGE	Hombre	2
CHOVAR VERA, ALEJANDRA	Mujer	1
HUERTA, MARGARITA	Mujer	1
ARAZO-RUSINDO, MIGDALIA CARIDAD	Mujer	2
RIOSECO VERGARA, MARIA PAZ	Mujer	1
BAEZA-TORRES, GUSTAVO	Hombre	1
ORELLANA, EVA	-	1
PENA, VICTORIA	Mujer	1
NUNEZ, CECILIA	Mujer	1
ARAVENA, BARBARA	Mujer	1
PARODI, MARIA C.	Mujer	1
ALENCAR DA SILVA, KEYLA M.	Mujer	1
GONZALEZ, KAREN	Mujer	1
DIAZ, HECTOR	Hombre	1
MARTIN-TRASANCO, RUDY	Hombre	1
CANTILLANA, JUAN CARLOS	Hombre	5
ALVES, KEYLA MANUELA ALENCAR DA SILVA	Mujer	1
DÁVILA, MARÍA CAROLINA PARODI	Mujer	1
PEÑALOZA, ANDRÉS SEPÚLVEDA	Hombre	1
CHACÓN, JESSICA	Mujer	1
MOLINA, CAROLINA GATICA	Mujer	2
CORREA, ALEXANDER GONZÁLEZ	Hombre	1
QUINTEROS, TAMARA NÚÑEZ	Mujer	2
NAVARRETE, ALEJANDRO	Hombre	1
MARAMBIO, OSCAR G.	Hombre	27
SEPULVEDA, A.	Hombre	5
PACHECO HERNANDEZ, PATRICIO R.	Hombre	2
GUZMAN, CARLOS ANDRADE	Hombre	1
FUENTALBA, DIEGO	Hombre	1
GUILLAUME, CHARLES	Hombre	2
OSTOIC-MARROQUIN, ZORAN	Hombre	1
PULGAR, PABLO	Hombre	1
ORMAZABAL, MARIA	Mujer	2
ALFONSO, ZOZAYA	-	1
DA SILVA, L.	Hombre	1
PARODI, MARÍA C.	Mujer	2
FIROOZABADI, ALI DEHGHAN	Hombre	1
RUBY-FIGUEROA, RENÉ	Hombre	1
MIRALLES-CUEVAS, S.	-	1
CABRERA-REINA, A.	-	1
DE LOS REYES, DAVID MAULÉN	Hombre	1
FUENTES, KAREN	Mujer	1
BRITO-SANTANA, H.	Hombre	5
ASENJO, ANDRES	Hombre	1
REYES, JUAN C.CANTILLANA	Hombre	1
CANTILLANA REYES, JUAN C.	Hombre	1
ÁLAMOS, EDUARDO SANDOVAL	Hombre	1
MAC-KAY, CLAUDIO MOLINA	Hombre	1
CORTÉS, PABLO	Hombre	1
ÁLAMOS, EDUARDO SANDOVAL	Hombre	1
MATURANA, PATRICIO	Hombre	1
GONZÁLEZ, CAROL	Mujer	1
CURCIO, EFREM	Hombre	2
MARTÍNEZ, JAVIER	Hombre	1
HERRERA, CAMILA	Mujer	1
ROMÁN BRUGNOLI, JOSÉ ANTONIO	Hombre	1
MAGISETTY, RAVI PRAKASH	Hombre	1
SURENDREN, AARSHA	-	1
CHEEKURAMELLI, NAGA SRILATHA	-	1
VERA-ROJAS, GLORIA E.	Mujer	1
BALBOA, CRISTIAN	Hombre	1
CANTILLANA, JUAN CARLOS	Hombre	1
LETZKUS-PALAVECINO, MANUEL	Hombre	4
FUENTEALBA-UBILLA, MARÍA ANGÉLICA	Mujer	1
ZUÑIGA-BUSTOS, MATÍAS	Hombre	2
AVUDAIAPPAN, SIVA	Hombre	9
INOSTROZA GONZALEZ, CAROLINA	-	1
SANTANDER CAMPOS, MATIAS	-	1
VILCHES SANDOVAL, EGON	-	1
ARAOZ, KRISTJAN	-	1
PABLO PULGAR, R.	-	1
CABRERA-REINA, A.	-	1
MIRALLES-CUEVAS, S.	Mujer	2
GONZÁLEZ-HENRÍQUEZ, CARMEN	-	1
CALLEALTA, VIRGINIA ARNET	Mujer	1
QUITRAL, MAXIMO	-	2
PABBA, DURGA PRASAD	-	13
FUENTES, VOLTAIRE	Hombre	1
GONZÁLEZ-ARRUÉ, NICOLÁS	Hombre	1
INOSTROZA, ISIDORA	Mujer	1
RODRÍGUEZ, LUNA	Mujer	1
OLIVARES, CRISTÓBAL	Hombre	1
PINTO-TRONCOSO, GABRIEL	Hombre	1
REYES-NARVÁEZ, CAMILA	Mujer	1
CERDA-IGLESIAS, FELIPE E.	Hombre	2
PÉREZ-MONJE, DAN A.	Hombre	1
ACUÑA-RUIZ, NICOLAS F.	Hombre	2
PIZARRO, GUADALUPE	Mujer	59
FARIAS-IBANEZ, SAMUEL E.	Hombre	1
ARSENAULT-ESCOBAR, S.	-	1
FUENTES-GALVEZ, J. F.	-	1
KAISER, MELANIE	Mujer	1
MARÍN, BYRON CRISTIAN GUZMÁN	Hombre	1
DURNEY, HUGO	Hombre	1
